block ,bed ,bed-row ,bed-col ,pop ,mf ,rep ,height.cm ,long.leaf.cm ,herbiv.y.n ,survey-notes 
L ,H ,6,C ,TM2 ,5,11,,,,
L ,H ,6,D ,CP2 ,7,6,,,,
L ,H ,7,C ,NA ,NA ,NA ,,,,
L ,H ,7,D ,CC ,5,1,,,,
L ,H ,8,C ,DPR ,3,6,,,,
L ,H ,8,D ,YO4 ,2,14,,,,
L ,H ,9,C ,YO11 ,8,7,,,,
L ,H ,9,D ,SQ3 ,7,7,,,,
L ,H ,10,C ,YO8 ,8,1,,,,
L ,H ,10,D ,SQ2 ,4,6,,,,
L ,H ,11,C ,IH ,4,1,,,,
L ,H ,11,D ,NA ,NA ,NA ,,,,
L ,H ,12,C ,YO7 ,4,1,,,,
L ,H ,12,D ,NA ,NA ,NA ,,,,
L ,H ,13,C ,WL1 ,7,3,,,,
L ,H ,13,D ,NA ,NA ,NA ,,,,
L ,H ,14,C ,NA ,NA ,NA ,,,,
L ,H ,14,D ,WR ,2,21,,,,
L ,H ,15,C ,CC ,3,1,,,,
L ,H ,15,D ,CP2 ,1,12,,,,
L ,H ,16,C ,NA ,NA ,NA ,,,,
L ,H ,16,D ,SC ,8,1,,,,
L ,H ,17,C ,NA ,NA ,NA ,,,,
L ,H ,17,D ,YO7 ,7,26,,,,
K ,H ,18,C ,WL2 ,3,7,,,,
K ,H ,18,D ,LVTR1 ,2,12,,,,
K ,H ,19,C ,SC ,6,1,,,,
K ,H ,19,D ,SQ1 ,3,6,,,,
K ,H ,20,C ,SQ2 ,8,6,,,,
K ,H ,20,D ,CP2 ,2,11,,,,
K ,H ,21,C ,CC ,3,13,,,,
K ,H ,21,D ,YO11 ,7,6,,,,
K ,H ,22,C ,LV1 ,6,12,,,,
K ,H ,22,D ,YO4 ,2,1,,,,
K ,H ,23,C ,WL1 ,7,19,,,,
K ,H ,23,D ,LVTR1 ,6,11,,,,
K ,H ,24,C ,CC ,1,13,,,,
K ,H ,24,D ,SC ,6,13,,,,
K ,H ,25,C ,LV1 ,2,12,,,,
K ,H ,25,D ,YO11 ,1,6,,,,
K ,H ,26,C ,DPR ,8,9,,,,
K ,H ,26,D ,YO7 ,5,8,,,,
K ,H ,27,C ,WL2 ,2,6,,,,
K ,H ,27,D ,TM2 ,5,7,,,,
K ,H ,28,C ,YO8 ,5,13,,,,
K ,H ,28,D ,SQ1 ,14,11,,,,
K ,H ,29,C ,YO7 ,4,8,,,,
K ,H ,29,D ,SC ,8,13,,,,
K ,H ,30,C ,DPR ,5,5,,,,
K ,H ,30,D ,IH ,4,13,,,,
K ,H ,31,C ,IH ,5,13,,,,
K ,H ,31,D ,SQ2 ,6,21,,,,
K ,H ,32,C ,SQ1 ,5,2,,,,
K ,H ,32,D ,IH ,2,13,,,,
K ,H ,33,C ,CP2 ,3,12,,,,
K ,H ,33,D ,SQ2 ,13,9,,,,
K ,H ,34,C ,LVTR1 ,6,12,,,,
K ,H ,34,D ,BH* ,buffer ,buffer ,,,,
L ,I ,1,A ,NA ,NA ,NA ,,,,
L ,I ,1,B ,BH* ,buffer ,buffer ,,,,
L ,I ,2,A ,BH* ,buffer ,buffer ,,,,
L ,I ,2,B ,LV1 ,6,13,,,,
L ,I ,3,A ,NA ,NA ,NA ,,,,
L ,I ,3,B ,CP3 ,5,7,,,,
L ,I ,4,A ,SQ2 ,6,7,,,,
L ,I ,4,B ,YO8 ,3,10,,,,
L ,I ,5,A ,WL1 ,3,8,,,,
L ,I ,5,B ,YO7 ,6,10,,,,
L ,I ,6,A ,FR ,5,5,,,,
L ,I ,6,B ,BH ,7,1,,,,
L ,I ,7,A ,YO11 ,6,7,,,,
L ,I ,7,B ,DPR ,4,6,,,,
L ,I ,8,A ,WL1 ,7,16,,,,
L ,I ,8,B ,CC ,9,1,,,,
L ,I ,9,A ,WL2 ,7,7,,,,
L ,I ,9,B ,SQ2 ,8,7,,,,
L ,I ,10,A ,CP2 ,4,12,,,,
L ,I ,10,B ,CC ,4,1,,,,
L ,I ,11,A ,DPR ,5,9,,,,
L ,I ,11,B ,LVTR1 ,3,7,,,,
L ,I ,12,A ,IH ,1,1,,,,
L ,I ,12,B ,IH ,7,1,,,,
L ,I ,13,A ,YO11 ,4,10,,,,
L ,I ,13,B ,LV1 ,3,13,,,,
L ,I ,14,A ,LV1 ,1,13,,,,
L ,I ,14,B ,TM2 ,1,13,,,,
L ,I ,15,A ,BH ,5,1,,,,
L ,I ,15,B ,FR ,4,13,,,,
L ,I ,16,A ,SQ1 ,2,11,,,,
L ,I ,16,B ,BH ,2,1,,,,
L ,I ,17,A ,YO8 ,5,1,,,,
L ,I ,17,B ,LV1 ,2,13,,,,
L ,I ,18,A ,BH ,1,1,,,,
L ,I ,18,B ,TM2 ,6,9,,,,
M ,I ,19,A ,YO11 ,7,8,,,,
M ,I ,19,B ,WL2 ,1,8,,,,
M ,I ,20,A ,SQ2 ,1,7,,,,
M ,I ,20,B ,YO7 ,5,19,,,,
M ,I ,21,A ,DPR ,8,17,,,,
M ,I ,21,B ,WL1 ,7,21,,,,
M ,I ,22,A ,LV1 ,3,1,,,,
M ,I ,22,B ,CP2 ,3,13,,,,
M ,I ,23,A ,BH* ,buffer ,buffer ,,,,
M ,I ,23,B ,BH* ,buffer ,buffer ,,,,
M ,I ,24,A ,NA ,NA ,NA ,,,,
M ,I ,24,B ,NA ,NA ,NA ,,,,
L ,I ,1,C ,NA ,NA ,NA ,,,,
L ,I ,1,D ,BH* ,buffer ,buffer ,,,,
L ,I ,2,C ,BH* ,buffer ,buffer ,,,,
L ,I ,2,D ,WL2 ,1,7,,,,
L ,I ,3,C ,YO11 ,1,7,,,,
L ,I ,3,D ,BH ,4,1,,,,
L ,I ,4,C ,NA ,NA ,NA ,,,,
L ,I ,4,D ,SC ,4,16,,,,
L ,I ,5,C ,LVTR1 ,4,12,,,,
L ,I ,5,D ,NA ,NA ,NA ,,,,
L ,I ,6,C ,YO11 ,7,7,,,,
L ,I ,6,D ,LV1 ,4,13,,,,
L ,I ,7,C ,DPR ,1,6,,,,
L ,I ,7,D ,BH ,3,1,,,,
L ,I ,8,C ,IH ,3,1,,,,
L ,I ,8,D ,LVTR1 ,8,18,,,,
L ,I ,9,C ,DPR ,6,20,,,,
L ,I ,9,D ,YO11 ,8,15,,,,
L ,I ,10,C ,CP3 ,6,7,,,,
L ,I ,10,D ,YO4 ,4,1,,,,
L ,I ,11,C ,LV1 ,8,13,,,,
L ,I ,11,D ,FR ,7,1,,,,
L ,I ,12,C ,SC ,5,1,,,,
L ,I ,12,D ,YO11 ,5,7,,,,
L ,I ,13,C ,WL1 ,9,1,,,,
L ,I ,13,D ,CP3 ,4,7,,,,
L ,I ,14,C ,TM2 ,3,8,,,,
L ,I ,14,D ,TM2 ,7,6,,,,
L ,I ,15,C ,LVTR1 ,8,1,,,,
L ,I ,15,D ,IH ,5,1,,,,
L ,I ,16,C ,YO7 ,2,10,,,,
L ,I ,16,D ,CP2 ,2,12,,,,
L ,I ,17,C ,CC ,2,1,,,,
L ,I ,17,D ,WL2 ,6,7,,,,
L ,I ,18,C ,YO4 ,2,2,,,,
L ,I ,18,D ,NA ,NA ,NA ,,,,
M ,I ,19,C ,SC ,2,22,,,,
M ,I ,19,D ,YO7 ,6,11,,,,
M ,I ,20,C ,CP3 ,2,5,,,,
M ,I ,20,D ,IH ,2,2,,,,
M ,I ,21,C ,CP2 ,5,13,,,,
M ,I ,21,D ,WL2 ,6,8,,,,
M ,I ,22,C ,BH ,1,2,,,,
M ,I ,22,D ,CC ,4,2,,,,
M ,I ,23,C ,BH* ,buffer ,buffer ,,,,
M ,I ,23,D ,BH* ,buffer ,buffer ,,,,
M ,I ,24,C ,NA ,NA ,NA ,,,,
M ,I ,24,D ,NA ,NA ,NA ,,,,
M ,J ,1,A ,NA ,NA ,NA ,,,,
M ,J ,1,B ,NA ,NA ,NA ,,,,
M ,J ,2,A ,IH* ,k buffe* ,buffer ,,,,
M ,J ,2,B ,LV1* ,* buffe* ,buffer ,,,,
M ,J ,3,A ,CP2 ,7,14,,,,
M ,J ,3,B ,CP3 ,5,8,,,,
M ,J ,4,A ,YO7 ,3,8,,,,
M ,J ,4,B ,DPR ,3,7,,,,
M ,J ,5,A ,TM2 ,2,11,,,,
M ,J ,5,B ,IH ,3,2,,,,
M ,J ,6,A ,LV1 ,2,1,,,,
M ,J ,6,B ,SC ,5,2,,,,
M ,J ,7,A ,SQ2 ,8,8,,,,
M ,J ,7,B ,BH ,2,2,,,,
M ,J ,8,A ,BH ,5,2,,,,
M ,J ,8,B ,WL1 ,2,13,,,,
M ,J ,9,A ,FR ,7,2,,,,
M ,J ,9,B ,CP3 ,1,7,,,,
M ,J ,10,A ,BH ,4,2,,,,
M ,J ,10,B ,DPR ,4,7,,,,
M ,J ,11,A ,LV1 ,4,1,,,,
M ,J ,11,B ,CP2 ,1,13,,,,
M ,J ,12,A ,SQ2 ,6,15,,,,
M ,J ,12,B ,WL1 ,9,9,,,,
M ,J ,13,A ,CP2 ,7,7,,,,
M ,J ,13,B ,LVTR1 ,3,2,,,,
M ,J ,14,A ,LVTR1 ,2,13,,,,
M ,J ,14,B ,WL2 ,5,8,,,,
M ,J ,15,A ,YO7 ,7,11,,,,
M ,J ,15,B ,LV3 ,7,7,,,,
M ,J ,16,A ,CP3 ,4,8,,,,
M ,J ,16,B ,SC ,2,2,,,,
M ,J ,17,A ,YO8 ,1,11,,,,
M ,J ,17,B ,TM2 ,5,12,,,,
M ,J ,18,A ,DPR ,1,7,,,,
M ,J ,18,B ,SC ,8,2,,,,
M ,J ,19,A ,NA ,NA ,NA ,,,,
M ,J ,19,B ,CP3* ,A buffe* ,buffer ,,,,
M ,J ,20,A ,NA ,NA ,NA ,,,,
M ,J ,20,B ,NA ,NA ,NA ,,,,
M ,J ,1,C ,NA ,NA ,NA ,,,,
M ,J ,1,D ,NA ,NA ,NA ,,,,
M ,J ,2,C ,CP2* ,* buff6* ,buffer ,,,,
M ,J ,2,D ,IH* ,k buffe* ,buffer ,,,,
M ,J ,3,C ,SQ3 ,2,12,,,,
M ,J ,3,D ,CC ,8,2,,,,
M ,J ,4,C ,FR ,2,10,,,,
M ,J ,4,D ,TM2 ,7,7,,,,
M ,J ,5,C ,YO4 ,3,4,,,,
M ,J ,5,D ,SQ3 ,6,13,,,,
M ,J ,6,C ,CC ,2,2,,,,
M ,J ,6,D ,YO8 ,8,2,,,,
M ,J ,7,C ,YO7 ,6,16,,,,
M ,J ,7,D ,YO7 ,5,10,,,,
M ,J ,8,C ,NA ,NA ,NA ,,,,
M ,J ,8,D ,YO11 ,6,8,,,,
M ,J ,9,C ,CP2 ,4,13,,,,
M ,J ,9,D ,FR ,4,1,,,,
M ,J ,10,C ,SQ1 ,14,3,,,,
M ,J ,10,D ,TM2 ,3,10,,,,
M ,J ,11,C ,YO11 ,1,8,,,,
M ,J ,11,D ,IH ,5,2,,,,
M ,J ,12,C ,LV1 ,6,1,,,,
M ,J ,12,D ,LVTR1 ,8,3,,,,
M ,J ,13,C ,BH ,6,2,,,,
M ,J ,13,D ,WL2 ,3,8,,,,
M ,J ,14,C ,YO8 ,5,2,,,,
M ,J ,14,D ,YO8 ,6,2,,,,
M ,J ,15,C ,LV1 ,5,1,,,,
M ,J ,15,D ,DPR ,5,3,,,,
M ,J ,16,C ,BH ,7,2,,,,
M ,J ,16,D ,WL2 ,8,8,,,,
M ,J ,17,C ,LV1 ,1,1,,,,
M ,J ,17,D ,LV1 ,8,1,,,,
M ,J ,18,C ,IH ,4,2,,,,
M ,J ,18,D ,YO8 ,2,11,,,,
M ,J ,19,C ,WL2* ,Jc buffe* ,buffer ,,,,
M ,J ,19,D ,BH* ,buffer ,buffer ,,,,
M ,J ,20,C ,NA ,NA ,NA ,,,,
M ,J ,20,D ,NA ,NA ,NA ,,,,
M ,K ,1,A ,NA ,NA ,NA ,,,,
M ,K ,1,B ,NA ,NA ,NA ,,,,
M ,K ,2,A ,CP2 ,7,16,,,,
M ,K ,2,B ,IH ,4,14,,,,
M ,K ,3,A ,LVTR1 ,6,13,,,,
M ,K ,3,B ,SC ,2,15,,,,
M ,K ,4,A ,LVTR1 ,8,15,,,,
M ,K ,4,B ,IH ,6,2,,,,
M ,K ,5,A ,CP3 ,3,8,,,,
M ,K ,5,B ,YO11 ,8,8,,,,
M ,K ,6,A ,SQ2 ,6,8,,,,
M ,K ,6,B ,CC ,3,2,,,,
M ,K ,7,A ,DPR ,6,1,,,,
M ,K ,7,B ,WL2 ,2,8,,,,
M ,K ,8,A ,WL1 ,7,4,,,,
M ,K ,8,B ,FR ,5,11,,,,
M ,K ,9,A ,YO11 ,4,3,,,,
M ,K ,9,B ,TM2 ,1,1,,,,
M ,K ,10,A ,YO7 ,1,2,,,,
M ,K ,10,B ,CP3 ,6,8,,,,
M ,K ,11,A ,YO8 ,4,2,,,,
M ,K ,11,B ,SQ2 ,6,26,,,,
M ,K ,12,A ,YO11 ,5,8,,,,
M ,K ,12,B ,CC ,5,2,,,,
M ,K ,13,A ,CC ,1,2,,,,
M ,K ,13,B ,BH* ,buffer ,buffer ,,,,
M ,K ,14,A ,BH* ,buffer ,buffer ,,,,
M ,K ,14,B ,NA ,NA ,NA ,,,,
M ,K ,1,C ,NA ,NA ,NA ,,,,
M ,K ,1,D ,NA ,NA ,NA ,,,,
M ,K ,2,C ,YO7 ,5,13,,,,
M ,K ,2,D ,LV1* ,it buffel* ,buffer ,,,,
M ,K ,3,C ,IH ,7,2,,,,
M ,K ,3,D ,DPR ,8,11,,,,
M ,K ,4,C ,SQ3 ,4,3,,,,
M ,K ,4,D ,CC ,9,2,,,,
M ,K ,5,C ,CC ,1,2,,,,no plant/tag? 
M ,K ,5,D ,YO4 ,2,3,,,,
M ,K ,6,C ,LVTR1 ,5,3,,,,
M ,K ,6,D ,YO4 ,4,2,,,,
M ,K ,7,C ,SC ,6,2,,,,
M ,K ,7,D ,YO11 ,6,15,,,,
M ,K ,8,C ,IH ,1,2,,,,
M ,K ,8,D ,BH ,3,2,,,,
M ,K ,9,C ,SC ,4,2,,,,
M ,K ,9,D ,YO8 ,3,11,,,,
M ,K ,10,C ,CP2 ,2,13,,,,
M ,K ,10,D ,WL2 ,7,8,,,,
M ,K ,11,C ,SQ1 ,2,9,,,,
M ,K ,11,D ,TM2 ,7,22,,,,
M ,K ,12,C ,LV3 ,5,11,,,,
M ,K ,12,D ,TM2 ,6,12,,,,
M ,K ,13,C ,CP3 ,3,14,,,,
M ,K ,13,D ,BH* ,buffer ,buffer ,,,,
M ,K ,14,C ,NA ,NA ,NA ,,,,
M ,K ,14,D ,NA ,NA ,NA ,,,,
